code,description
Z7251,high risk heterosexual behavior
Z7252,high risk homosexual behavior
Z7253,high risk bisexual behavior
Z726,gambling and betting
Z72810,child and adolescent antisocial behavior
Z72811,adult antisocial behavior
Z72820,sleep deprivation
Z72821,inadequate sleep hygiene
Z72823,risk of suffocation smothering under another while sleeping
Z7289,other problems related to lifestyle
Z729,problem related to lifestyle unspecified
Z730,burnout
Z731,type a behavior pattern
Z732,lack of relaxation and leisure
Z733,stress not elsewhere classified
Z734,inadequate social skills not elsewhere classified
Z735,social role conflict not elsewhere classified
Z736,limitation of activities due to disability
Z73810,behavioral insomnia of childhood sleeponset association type
Z73811,behavioral insomnia of childhood limit setting type
Z73812,behavioral insomnia of childhood combined type
Z73819,behavioral insomnia of childhood unspecified type
Z7382,dual sensory impairment
Z7389,other problems related to life management difficulty
Z739,problem related to life management difficulty unspecified
Z7401,bed confinement status
Z7409,other reduced mobility
Z741,need for assistance with personal care
Z742,need for assistance at home and no other household member able to render care
Z743,need for continuous supervision
Z748,other problems related to care provider dependency
Z749,problem related to care provider dependency unspecified
Z750,medical services not available in home
Z751,person awaiting admission to adequate facility elsewhere
Z752,other waiting period for investigation and treatment
Z753,unavailability and inaccessibility of healthcare facilities
Z754,unavailability and inaccessibility of other helping agencies
Z755,holiday relief care
Z758,other problems related to medical facilities and other health care
Z759,unspecified problem related to medical facilities and other health care
Z760,encounter for issue of repeat prescription
Z761,encounter for health supervision and care of foundling
Z762,encounter for health supervision and care of other healthy infant and child
Z763,healthy person accompanying sick person
Z764,other boarder to healthcare facility
Z765,malingerer conscious simulation
Z7681,expectant parents prebirth pediatrician visit
Z7682,awaiting organ transplant status
Z7689,persons encountering health services in other specified circumstances
Z77010,contact with and suspected exposure to arsenic
Z77011,contact with and suspected exposure to lead
Z77012,contact with and suspected exposure to uranium
Z77018,contact with and suspected exposure to other hazardous metals
Z77020,contact with and suspected exposure to aromatic amines
Z77021,contact with and suspected exposure to benzene
Z77028,contact with and suspected exposure to other hazardous aromatic compounds
Z77090,contact with and suspected exposure to asbestos
Z77098,contact with and suspected exposure to other hazardous chiefly nonmedicinal chemicals
Z77110,contact with and suspected exposure to air pollution
Z77111,contact with and suspected exposure to water pollution
Z77112,contact with and suspected exposure to soil pollution
Z77118,contact with and suspected exposure to other environmental pollution
Z77120,contact with and suspected exposure to mold toxic
Z77121,contact with and suspected exposure to harmful algae and algae toxins
Z77122,contact with and suspected exposure to noise
Z77123,contact with and suspected exposure to radon and other naturally occurring radiation
Z77128,contact with and suspected exposure to other hazards in the physical environment
Z7721,contact with and suspected exposure to potentially hazardous body fluids
Z7722,contact with and suspected exposure to environmental tobacco smoke acute chronic
Z7729,contact with and suspected exposure to other hazardous substances
Z7731,contact with and suspected exposure to gulf war theater
Z7739,contact with and suspected exposure to other war theater
Z779,other contact with and suspected exposures hazardous to health
Z780,asymptomatic menopausal state
Z781,physical restraint status
Z789,other specified health status
Z7901,long term current use of anticoagulants
Z7902,long term current use of antithromboticsantiplatelets
Z791,long term current use of nonsteroidal antiinflammatories nsaid
Z792,long term current use of antibiotics
Z793,long term current use of hormonal contraceptives
Z794,long term current use of insulin
Z7951,long term current use of inhaled steroids
Z7952,long term current use of systemic steroids
Z7960,long term current use of unspecified immunomodulators and immunosuppressants
Z7961,long term current use of immunomodulator
Z79620,long term current use of immunosuppressive biologic
Z79621,long term current use of calcineurin inhibitor
Z79622,long term current use of janus kinase inhibitor
Z79623,long term current use of mammalian target of rapamycin mtor inhibitor
Z79624,long term current use of inhibitors of nucleotide synthesis
Z79630,long term current use of alkylating agent
Z79631,long term current use of antimetabolite agent
Z79632,long term current use of antitumor antibiotic
Z79633,long term current use of mitotic inhibitor
Z79634,long term current use of topoisomerase inhibitor
Z7964,long term current use of myelosuppressive agent
Z7969,long term current use of other immunomodulators and immunosuppressants
Z79810,long term current use of selective estrogen receptor modulators serms
Z79811,long term current use of aromatase inhibitors
Z79818,long term current use of other agents affecting estrogen receptors and estrogen levels
Z7982,long term current use of aspirin
Z7983,long term current use of bisphosphonates
Z7984,long term current use of oral hypoglycemic drugs
Z7985,longterm current use of injectable noninsulin antidiabetic drugs
Z79890,hormone replacement therapy
Z79891,long term current use of opiate analgesic
Z79899,other long term current drug therapy
Z800,family history of malignant neoplasm of digestive organs
Z801,family history of malignant neoplasm of trachea bronchus and lung
Z802,family history of malignant neoplasm of other respiratory and intrathoracic organs
Z803,family history of malignant neoplasm of breast
Z8041,family history of malignant neoplasm of ovary
Z8042,family history of malignant neoplasm of prostate
Z8043,family history of malignant neoplasm of testis
Z8044,family history of malignant neoplasm of fallopian tubes
Z8049,family history of malignant neoplasm of other genital organs
Z8051,family history of malignant neoplasm of kidney
Z8052,family history of malignant neoplasm of bladder
Z8059,family history of malignant neoplasm of other urinary tract organ
Z806,family history of leukemia
Z807,family history of other malignant neoplasms of lymphoid hematopoietic and related tissues
Z808,family history of malignant neoplasm of other organs or systems
Z809,family history of malignant neoplasm unspecified
Z810,family history of intellectual disabilities
Z811,family history of alcohol abuse and dependence
Z812,family history of tobacco abuse and dependence
Z813,family history of other psychoactive substance abuse and dependence
Z814,family history of other substance abuse and dependence
Z818,family history of other mental and behavioral disorders
Z820,family history of epilepsy and other diseases of the nervous system
Z821,family history of blindness and visual loss
Z822,family history of deafness and hearing loss
Z823,family history of stroke
Z8241,family history of sudden cardiac death
Z8249,family history of ischemic heart disease and other diseases of the circulatory system
Z825,family history of asthma and other chronic lower respiratory diseases
Z8261,family history of arthritis
Z8262,family history of osteoporosis
Z8269,family history of other diseases of the musculoskeletal system and connective tissue
Z8271,family history of polycystic kidney
Z8279,family history of other congenital malformations deformations and chromosomal abnormalities
Z828,family history of other disabilities and chronic diseases leading to disablement not elsewhere classified
Z830,family history of human immunodeficiency virus hiv disease
Z831,family history of other infectious and parasitic diseases
Z832,family history of diseases of the blood and bloodforming organs and certain disorders involving the immune mechanism
Z833,family history of diabetes mellitus
Z8341,family history of multiple endocrine neoplasia men syndrome
Z8342,family history of familial hypercholesterolemia
Z83430,family history of elevated lipoproteina
Z83438,family history of other disorder of lipoprotein metabolism and other lipidemia
Z8349,family history of other endocrine nutritional and metabolic diseases
Z83511,family history of glaucoma
Z83518,family history of other specified eye disorder
Z8352,family history of ear disorders
Z836,family history of other diseases of the respiratory system
Z83710,family history of adenomatous and serrated polyps
Z83711,family history of hyperplastic colon polyps
Z83718,family history of other colon polyps
Z83719,family history of colon polyps unspecified
Z8372,family history of familial adenomatous polyposis
Z8379,family history of other diseases of the digestive system
Z840,family history of diseases of the skin and subcutaneous tissue
Z8411,family history of apol1mediated kidney disease amkd
Z8419,family history of other disorders of kidney and ureter
Z842,family history of other diseases of the genitourinary system
Z843,family history of consanguinity
Z8481,family history of carrier of genetic disease
Z8482,family history of sudden infant death syndrome
Z8489,family history of other specified conditions
Z84A,family history of exposure to diethylstilbestrol
Z8500,personal history of malignant neoplasm of unspecified digestive organ
Z8501,personal history of malignant neoplasm of esophagus
Z85020,personal history of malignant carcinoid tumor of stomach
Z85028,personal history of other malignant neoplasm of stomach
Z85030,personal history of malignant carcinoid tumor of large intestine
Z85038,personal history of other malignant neoplasm of large intestine
Z85040,personal history of malignant carcinoid tumor of rectum
Z85048,personal history of other malignant neoplasm of rectum rectosigmoid junction and anus
Z8505,personal history of malignant neoplasm of liver
Z85060,personal history of malignant carcinoid tumor of small intestine
Z85068,personal history of other malignant neoplasm of small intestine
Z8507,personal history of malignant neoplasm of pancreas
Z8509,personal history of malignant neoplasm of other digestive organs
Z85110,personal history of malignant carcinoid tumor of bronchus and lung
Z85118,personal history of other malignant neoplasm of bronchus and lung
Z8512,personal history of malignant neoplasm of trachea
Z8520,personal history of malignant neoplasm of unspecified respiratory organ
Z8521,personal history of malignant neoplasm of larynx
Z8522,personal history of malignant neoplasm of nasal cavities middle ear and accessory sinuses
Z85230,personal history of malignant carcinoid tumor of thymus
Z85238,personal history of other malignant neoplasm of thymus
Z8529,personal history of malignant neoplasm of other respiratory and intrathoracic organs
Z853,personal history of malignant neoplasm of breast
Z8540,personal history of malignant neoplasm of unspecified female genital organ
Z8541,personal history of malignant neoplasm of cervix uteri
Z8542,personal history of malignant neoplasm of other parts of uterus
Z8543,personal history of malignant neoplasm of ovary
Z8544,personal history of malignant neoplasm of other female genital organs
Z8545,personal history of malignant neoplasm of unspecified male genital organ
Z8546,personal history of malignant neoplasm of prostate
Z8547,personal history of malignant neoplasm of testis
Z8548,personal history of malignant neoplasm of epididymis
Z8549,personal history of malignant neoplasm of other male genital organs
Z854A,personal history of malignant neoplasm of fallopian tubes
Z8550,personal history of malignant neoplasm of unspecified urinary tract organ
Z8551,personal history of malignant neoplasm of bladder
Z85520,personal history of malignant carcinoid tumor of kidney
Z85528,personal history of other malignant neoplasm of kidney
Z8553,personal history of malignant neoplasm of renal pelvis
Z8554,personal history of malignant neoplasm of ureter
Z8559,personal history of malignant neoplasm of other urinary tract organ
Z856,personal history of leukemia
Z8571,personal history of hodgkin lymphoma
Z8572,personal history of nonhodgkin lymphomas
Z8579,personal history of other malignant neoplasms of lymphoid hematopoietic and related tissues
Z85810,personal history of malignant neoplasm of tongue
Z85818,personal history of malignant neoplasm of other sites of lip oral cavity and pharynx
Z85819,personal history of malignant neoplasm of unspecified site of lip oral cavity and pharynx
Z85820,personal history of malignant melanoma of skin
Z85821,personal history of merkel cell carcinoma
Z85828,personal history of other malignant neoplasm of skin
Z85830,personal history of malignant neoplasm of bone
Z85831,personal history of malignant neoplasm of soft tissue
Z85840,personal history of malignant neoplasm of eye
Z85841,personal history of malignant neoplasm of brain
Z85848,personal history of malignant neoplasm of other parts of nervous tissue
Z85850,personal history of malignant neoplasm of thyroid
Z85858,personal history of malignant neoplasm of other endocrine glands
Z8589,personal history of malignant neoplasm of other organs and systems
Z859,personal history of malignant neoplasm unspecified
Z86000,personal history of insitu neoplasm of breast
Z86001,personal history of insitu neoplasm of cervix uteri
Z86002,personal history of insitu neoplasm of other and unspecified genital organs
Z86003,personal history of insitu neoplasm of oral cavity esophagus and stomach
Z86004,personal history of insitu neoplasm of other and unspecified digestive organs
Z86005,personal history of insitu neoplasm of middle ear and respiratory system
Z86006,personal history of melanoma insitu
Z86007,personal history of insitu neoplasm of skin
Z86008,personal history of insitu neoplasm of other site
Z8600A,personal history of insitu neoplasm of the fallopian tubes
Z860100,personal history of colon polyps unspecified
Z860101,personal history of adenomatous and serrated colon polyps
Z860102,personal history of hyperplastic colon polyps
Z860109,personal history of other colon polyps
Z86011,personal history of benign neoplasm of the brain
Z86012,personal history of benign carcinoid tumor
Z86018,personal history of other benign neoplasm
Z8603,personal history of neoplasm of uncertain behavior
Z8611,personal history of tuberculosis
Z8612,personal history of poliomyelitis
Z8613,personal history of malaria
Z8614,personal history of methicillin resistant staphylococcus aureus infection
Z8615,personal history of latent tuberculosis infection
Z8616,personal history of covid19
Z8619,personal history of other infectious and parasitic diseases
Z862,personal history of diseases of the blood and bloodforming organs and certain disorders involving the immune mechanism
Z8631,personal history of diabetic foot ulcer
Z8632,personal history of gestational diabetes
Z8639,personal history of other endocrine nutritional and metabolic disease
Z8651,personal history of combat and operational stress reaction
Z8659,personal history of other mental and behavioral disorders
Z8661,personal history of infections of the central nervous system
Z8669,personal history of other diseases of the nervous system and sense organs
Z86711,personal history of pulmonary embolism
Z86718,personal history of other venous thrombosis and embolism
Z8672,personal history of thrombophlebitis
Z8673,personal history of transient ischemic attack tia and cerebral infarction without residual deficits
Z8674,personal history of sudden cardiac arrest
Z8679,personal history of other diseases of the circulatory system
Z8701,personal history of pneumonia recurrent
Z8709,personal history of other diseases of the respiratory system
Z8711,personal history of peptic ulcer disease
Z8719,personal history of other diseases of the digestive system
Z872,personal history of diseases of the skin and subcutaneous tissue
Z87310,personal history of healed osteoporosis fracture
Z87311,personal history of healed other pathological fracture
Z87312,personal history of healed stress fracture
Z8739,personal history of other diseases of the musculoskeletal system and connective tissue
Z87410,personal history of cervical dysplasia
Z87411,personal history of vaginal dysplasia
Z87412,personal history of vulvar dysplasia
Z8742,personal history of other diseases of the female genital tract
Z87430,personal history of prostatic dysplasia
Z87438,personal history of other diseases of male genital organs
Z87440,personal history of urinary tract infections
Z87441,personal history of nephrotic syndrome
Z87442,personal history of urinary calculi
Z87448,personal history of other diseases of urinary system
Z8751,personal history of preterm labor
Z8759,personal history of other complications of pregnancy childbirth and the puerperium
Z8761,personal history of corrected necrotizing enterocolitis of newborn
Z8768,personal history of other corrected conditions arising in the perinatal period
Z87710,personal history of corrected hypospadias
Z87718,personal history of other specified corrected congenital malformations of genitourinary system
Z87720,personal history of corrected congenital malformations of eye
Z87721,personal history of corrected congenital malformations of ear
Z87728,personal history of other specified corrected congenital malformations of nervous system and sense organs
Z87730,personal history of corrected cleft lip and palate
Z87731,personal history of corrected tracheoesophageal fistula or atresia
Z87732,personal history of corrected persistent cloaca or cloacal malformations
Z87738,personal history of other specified corrected congenital malformations of digestive system
Z8774,personal history of corrected congenital malformations of heart and circulatory system
Z8775,personal history of corrected congenital malformations of respiratory system
Z87760,personal history of corrected congenital diaphragmatic hernia or other congenital diaphragm malformations
Z87761,personal history of corrected gastroschisis
Z87762,personal history of corrected prune belly malformation
Z87763,personal history of other corrected congenital abdominal wall malformations
Z87768,personal history of other specified corrected congenital malformations of integument limbs and musculoskeletal system
Z87790,personal history of corrected congenital malformations of face and neck
Z87798,personal history of other corrected congenital malformations
Z8781,personal history of healed traumatic fracture
Z87820,personal history of traumatic brain injury
Z87821,personal history of retained foreign body fully removed
Z87828,personal history of other healed physical injury and trauma
Z87890,personal history of sex reassignment
Z87891,personal history of nicotine dependence
Z87892,personal history of anaphylaxis
Z87898,personal history of other specified conditions
Z880,allergy status to penicillin
Z881,allergy status to other antibiotic agents
Z882,allergy status to sulfonamides
Z883,allergy status to other antiinfective agents
Z884,allergy status to anesthetic agent
Z885,allergy status to narcotic agent
Z886,allergy status to analgesic agent
Z887,allergy status to serum and vaccine
Z888,allergy status to other drugs medicaments and biological substances
Z889,allergy status to unspecified drugs medicaments and biological substances
Z89011,acquired absence of right thumb
Z89012,acquired absence of left thumb
Z89019,acquired absence of unspecified thumb
Z89021,acquired absence of right fingers
Z89022,acquired absence of left fingers
Z89029,acquired absence of unspecified fingers
Z89111,acquired absence of right hand
Z89112,acquired absence of left hand
Z89119,acquired absence of unspecified hand
Z89121,acquired absence of right wrist
Z89122,acquired absence of left wrist
Z89129,acquired absence of unspecified wrist
Z89201,acquired absence of right upper limb unspecified level
Z89202,acquired absence of left upper limb unspecified level
Z89209,acquired absence of unspecified upper limb unspecified level
Z89211,acquired absence of right upper limb below elbow
Z89212,acquired absence of left upper limb below elbow
Z89219,acquired absence of unspecified upper limb below elbow
Z89221,acquired absence of right upper limb above elbow
Z89222,acquired absence of left upper limb above elbow
Z89229,acquired absence of unspecified upper limb above elbow
Z89231,acquired absence of right shoulder
Z89232,acquired absence of left shoulder
Z89239,acquired absence of unspecified shoulder
Z89411,acquired absence of right great toe
Z89412,acquired absence of left great toe
Z89419,acquired absence of unspecified great toe
Z89421,acquired absence of other right toes
Z89422,acquired absence of other left toes
Z89429,acquired absence of other toes unspecified side
Z89431,acquired absence of right foot
Z89432,acquired absence of left foot
Z89439,acquired absence of unspecified foot
Z89441,acquired absence of right ankle
Z89442,acquired absence of left ankle
Z89449,acquired absence of unspecified ankle
Z89511,acquired absence of right leg below knee
Z89512,acquired absence of left leg below knee
Z89519,acquired absence of unspecified leg below knee
Z89521,acquired absence of right knee
Z89522,acquired absence of left knee
Z89529,acquired absence of unspecified knee
Z89611,acquired absence of right leg above knee
Z89612,acquired absence of left leg above knee
Z89619,acquired absence of unspecified leg above knee
Z89621,acquired absence of right hip joint
Z89622,acquired absence of left hip joint
Z89629,acquired absence of unspecified hip joint
Z899,acquired absence of limb unspecified
Z9001,acquired absence of eye
Z9002,acquired absence of larynx
Z9009,acquired absence of other part of head and neck
Z9010,acquired absence of unspecified breast and nipple
Z9011,acquired absence of right breast and nipple
Z9012,acquired absence of left breast and nipple
Z9013,acquired absence of bilateral breasts and nipples
Z902,acquired absence of lung part of
Z903,acquired absence of stomach part of
Z90410,acquired total absence of pancreas
Z90411,acquired partial absence of pancreas
Z9049,acquired absence of other specified parts of digestive tract
Z905,acquired absence of kidney
Z906,acquired absence of other parts of urinary tract
Z90710,acquired absence of both cervix and uterus
Z90711,acquired absence of uterus with remaining cervical stump
Z90712,acquired absence of cervix with remaining uterus
Z90721,acquired absence of ovaries unilateral
Z90722,acquired absence of ovaries bilateral
Z9079,acquired absence of other genital organs
Z9081,acquired absence of spleen
Z9089,acquired absence of other organs
Z91010,allergy to peanuts
Z910110,allergy to milk products unspecified
Z910111,allergy to milk products with tolerance to baked milk
Z910112,allergy to milk products with reactivity to baked milk
Z910120,allergy to eggs unspecified
Z910121,allergy to eggs with tolerance to baked egg
Z910122,allergy to eggs with reactivity to baked egg
Z91013,allergy to seafood
Z91014,allergy to mammalian meats
Z91018,allergy to other foods
Z9102,food additives allergy status
Z91030,bee allergy status
Z91038,other insect allergy status
Z91040,latex allergy status
Z91041,radiographic dye allergy status
Z91048,other nonmedicinal substance allergy status
Z9109,other allergy status other than to drugs and biological substances
Z91110,patients noncompliance with dietary regimen due to financial hardship
Z91118,patients noncompliance with dietary regimen for other reason
Z91119,patients noncompliance with dietary regimen due to unspecified reason
Z91120,patients intentional underdosing of medication regimen due to financial hardship
Z91128,patients intentional underdosing of medication regimen for other reason
Z91130,patients unintentional underdosing of medication regimen due to agerelated debility
Z91138,patients unintentional underdosing of medication regimen for other reason
Z91141,patients other noncompliance with medication regimen due to financial hardship
Z91148,patients other noncompliance with medication regimen for other reason
Z91151,patients noncompliance with renal dialysis due to financial hardship
Z91158,patients noncompliance with renal dialysis for other reason
Z91190,patients noncompliance with other medical treatment and regimen due to financial hardship
Z91198,patients noncompliance with other medical treatment and regimen for other reason
Z91199,patients noncompliance with other medical treatment and regimen due to unspecified reason
Z91A10,caregivers noncompliance with patients dietary regimen due to financial hardship
Z91A18,caregivers noncompliance with patients dietary regimen for other reason
Z91A20,caregivers intentional underdosing of patients medication regimen due to financial hardship
Z91A28,caregivers intentional underdosing of medication regimen for other reason
Z91A3,caregivers unintentional underdosing of patients medication regimen
Z91A41,caregivers other noncompliance with patients medication regimen due to financial hardship
Z91A48,caregivers other noncompliance with patients medication regimen for other reason
Z91A51,caregivers noncompliance with patients renal dialysis due to financial hardship
Z91A58,caregivers noncompliance with patients renal dialysis for other reason
Z91A91,caregivers noncompliance with patients other medical treatment and regimen due to financial hardship
Z91A98,caregivers noncompliance with patients other medical treatment and regimen for other reason
Z91410,personal history of adult physical and sexual abuse
Z91411,personal history of adult psychological abuse
Z91412,personal history of adult neglect
Z91413,personal history of adult financial abuse
Z91414,personal history of adult intimate partner abuse
Z91419,personal history of unspecified adult abuse
Z9142,personal history of forced labor or sexual exploitation
Z9149,other personal history of psychological trauma not elsewhere classified
Z9151,personal history of suicidal behavior
Z9152,personal history of nonsuicidal selfharm
Z9181,history of falling
Z9182,personal history of military deployment
Z9183,wandering in diseases classified elsewhere
Z91841,risk for dental caries low
Z91842,risk for dental caries moderate
Z91843,risk for dental caries high
Z91849,unspecified risk for dental caries
Z9185,personal history of military service
Z9189,other specified personal risk factors not elsewhere classified
Z91B,personal risk factor of exposure to diethylstilbestrol
Z920,personal history of contraception
Z9221,personal history of antineoplastic chemotherapy
Z9222,personal history of monoclonal drug therapy
Z9223,personal history of estrogen therapy
Z92240,personal history of inhaled steroid therapy
Z92241,personal history of systemic steroid therapy
Z9225,personal history of immunosuppression therapy
Z9226,personal history of immune checkpoint inhibitor therapy
Z9229,personal history of other drug therapy
Z923,personal history of irradiation
Z9281,personal history of extracorporeal membrane oxygenation ecmo
Z9282,status post administration of tpa rtpa in a different facility within the last 24 hours prior to admission to current facility
Z9283,personal history of failed moderate sedation
Z9284,personal history of unintended awareness under general anesthesia
Z92850,personal history of chimeric antigen receptor tcell therapy
Z92858,personal history of other cellular therapy
Z92859,personal history of cellular therapy unspecified
Z9286,personal history of gene therapy
Z9289,personal history of other medical treatment
Z930,tracheostomy status
Z931,gastrostomy status
Z932,ileostomy status
Z933,colostomy status
Z934,other artificial openings of gastrointestinal tract status
Z9350,unspecified cystostomy status
Z9351,cutaneousvesicostomy status
Z9352,appendicovesicostomy status
Z9359,other cystostomy status
Z936,other artificial openings of urinary tract status
Z938,other artificial opening status
Z939,artificial opening status unspecified
Z940,kidney transplant status
Z941,heart transplant status
Z942,lung transplant status
Z943,heart and lungs transplant status
Z944,liver transplant status
Z945,skin transplant status
Z946,bone transplant status
Z947,corneal transplant status
Z9481,bone marrow transplant status
Z9482,intestine transplant status
Z9483,pancreas transplant status
Z9484,stem cells transplant status
Z9489,other transplanted organ and tissue status
Z949,transplanted organ and tissue status unspecified
Z950,presence of cardiac pacemaker
Z951,presence of aortocoronary bypass graft
Z952,presence of prosthetic heart valve
Z953,presence of xenogenic heart valve
Z954,presence of other heartvalve replacement
Z955,presence of coronary angioplasty implant and graft
Z95810,presence of automatic implantable cardiac defibrillator
Z95811,presence of heart assist device
Z95812,presence of fully implantable artificial heart
Z95818,presence of other cardiac implants and grafts
Z95820,peripheral vascular angioplasty status with implants and grafts
Z95828,presence of other vascular implants and grafts
Z959,presence of cardiac and vascular implant and graft unspecified
Z960,presence of urogenital implants
Z961,presence of intraocular lens
Z9620,presence of otological and audiological implant unspecified
Z9621,cochlear implant status
Z9622,myringotomy tubes status
Z9629,presence of other otological and audiological implants
Z963,presence of artificial larynx
Z9641,presence of insulin pump external internal
Z9649,presence of other endocrine implants
Z965,presence of toothroot and mandibular implants
Z9660,presence of unspecified orthopedic joint implant
Z96611,presence of right artificial shoulder joint
Z96612,presence of left artificial shoulder joint
Z96619,presence of unspecified artificial shoulder joint
Z96621,presence of right artificial elbow joint
Z96622,presence of left artificial elbow joint
Z96629,presence of unspecified artificial elbow joint
Z96631,presence of right artificial wrist joint
Z96632,presence of left artificial wrist joint
Z96639,presence of unspecified artificial wrist joint
Z96641,presence of right artificial hip joint
Z96642,presence of left artificial hip joint
Z96643,presence of artificial hip joint bilateral
Z96649,presence of unspecified artificial hip joint
Z96651,presence of right artificial knee joint
Z96652,presence of left artificial knee joint
Z96653,presence of artificial knee joint bilateral
Z96659,presence of unspecified artificial knee joint
Z96661,presence of right artificial ankle joint
Z96662,presence of left artificial ankle joint
Z96669,presence of unspecified artificial ankle joint
Z96691,fingerjoint replacement of right hand
Z96692,fingerjoint replacement of left hand
Z96693,fingerjoint replacement bilateral
Z96698,presence of other orthopedic joint implants
Z967,presence of other bone and tendon implants
Z9681,presence of artificial skin
Z9682,presence of neurostimulator
Z9689,presence of other specified functional implants
Z969,presence of functional implant unspecified
Z970,presence of artificial eye
Z9710,presence of artificial limb complete partial unspecified
Z9711,presence of artificial right arm complete partial
Z9712,presence of artificial left arm complete partial
Z9713,presence of artificial right leg complete partial
Z9714,presence of artificial left leg complete partial
Z9715,presence of artificial arms bilateral complete partial
Z9716,presence of artificial legs bilateral complete partial
Z972,presence of dental prosthetic device complete partial
Z973,presence of spectacles and contact lenses
Z974,presence of external hearingaid
Z975,presence of intrauterine contraceptive device
Z978,presence of other specified devices
Z980,intestinal bypass and anastomosis status
Z981,arthrodesis status
Z982,presence of cerebrospinal fluid drainage device
Z983,post therapeutic collapse of lung status
Z9841,cataract extraction status right eye
Z9842,cataract extraction status left eye
Z9849,cataract extraction status unspecified eye
Z9851,tubal ligation status
Z9852,vasectomy status
Z9861,coronary angioplasty status
Z9862,peripheral vascular angioplasty status
Z98810,dental sealant status
Z98811,dental restoration status
Z98818,other dental procedure status
Z9882,breast implant status
Z9883,filtering vitreous bleb after glaucoma surgery status
Z9884,bariatric surgery status
Z9885,transplanted organ removal status
Z9886,personal history of breast implant removal
Z98870,personal history of in utero procedure during pregnancy
Z98871,personal history of in utero procedure while a fetus
Z98890,other specified postprocedural states
Z98891,history of uterine scar from previous surgery
Z990,dependence on aspirator
Z9911,dependence on respirator ventilator status
Z9912,encounter for respirator ventilator dependence during power failure
Z992,dependence on renal dialysis
Z993,dependence on wheelchair
Z9981,dependence on supplemental oxygen
Z9989,dependence on other enabling machines and devices
