code,description
S49129P,salterharris type ii physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with malunion
S49129S,salterharris type ii physeal fracture of lower end of humerus unspecified arm sequela
S49131A,salter harris type iii physeal fracture of lower end of humerus right arm initial encounter for closed fracture
S49131D,salter harris type iii physeal fracture of lower end of humerus right arm subsequent encounter for fracture with routine healing
S49131G,salter harris type iii physeal fracture of lower end of humerus right arm subsequent encounter for fracture with delayed healing
S49131K,salter harris type iii physeal fracture of lower end of humerus right arm subsequent encounter for fracture with nonunion
S49131P,salter harris type iii physeal fracture of lower end of humerus right arm subsequent encounter for fracture with malunion
S49131S,salter harris type iii physeal fracture of lower end of humerus right arm sequela
S49132A,salter harris type iii physeal fracture of lower end of humerus left arm initial encounter for closed fracture
S49132D,salter harris type iii physeal fracture of lower end of humerus left arm subsequent encounter for fracture with routine healing
S49132G,salter harris type iii physeal fracture of lower end of humerus left arm subsequent encounter for fracture with delayed healing
S49132K,salter harris type iii physeal fracture of lower end of humerus left arm subsequent encounter for fracture with nonunion
S49132P,salter harris type iii physeal fracture of lower end of humerus left arm subsequent encounter for fracture with malunion
S49132S,salter harris type iii physeal fracture of lower end of humerus left arm sequela
S49139A,salter harris type iii physeal fracture of lower end of humerus unspecified arm initial encounter for closed fracture
S49139D,salter harris type iii physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with routine healing
S49139G,salter harris type iii physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with delayed healing
S49139K,salter harris type iii physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with nonunion
S49139P,salter harris type iii physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with malunion
S49139S,salter harris type iii physeal fracture of lower end of humerus unspecified arm sequela
S49141A,salterharris type iv physeal fracture of lower end of humerus right arm initial encounter for closed fracture
S49141D,salterharris type iv physeal fracture of lower end of humerus right arm subsequent encounter for fracture with routine healing
S49141G,salterharris type iv physeal fracture of lower end of humerus right arm subsequent encounter for fracture with delayed healing
S49141K,salterharris type iv physeal fracture of lower end of humerus right arm subsequent encounter for fracture with nonunion
S49141P,salterharris type iv physeal fracture of lower end of humerus right arm subsequent encounter for fracture with malunion
S49141S,salterharris type iv physeal fracture of lower end of humerus right arm sequela
S49142A,salterharris type iv physeal fracture of lower end of humerus left arm initial encounter for closed fracture
S49142D,salterharris type iv physeal fracture of lower end of humerus left arm subsequent encounter for fracture with routine healing
S49142G,salterharris type iv physeal fracture of lower end of humerus left arm subsequent encounter for fracture with delayed healing
S49142K,salterharris type iv physeal fracture of lower end of humerus left arm subsequent encounter for fracture with nonunion
S49142P,salterharris type iv physeal fracture of lower end of humerus left arm subsequent encounter for fracture with malunion
S49142S,salterharris type iv physeal fracture of lower end of humerus left arm sequela
S49149A,salterharris type iv physeal fracture of lower end of humerus unspecified arm initial encounter for closed fracture
S49149D,salterharris type iv physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with routine healing
S49149G,salterharris type iv physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with delayed healing
S49149K,salterharris type iv physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with nonunion
S49149P,salterharris type iv physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with malunion
S49149S,salterharris type iv physeal fracture of lower end of humerus unspecified arm sequela
S49191A,other physeal fracture of lower end of humerus right arm initial encounter for closed fracture
S49191D,other physeal fracture of lower end of humerus right arm subsequent encounter for fracture with routine healing
S49191G,other physeal fracture of lower end of humerus right arm subsequent encounter for fracture with delayed healing
S49191K,other physeal fracture of lower end of humerus right arm subsequent encounter for fracture with nonunion
S49191P,other physeal fracture of lower end of humerus right arm subsequent encounter for fracture with malunion
S49191S,other physeal fracture of lower end of humerus right arm sequela
S49192A,other physeal fracture of lower end of humerus left arm initial encounter for closed fracture
S49192D,other physeal fracture of lower end of humerus left arm subsequent encounter for fracture with routine healing
S49192G,other physeal fracture of lower end of humerus left arm subsequent encounter for fracture with delayed healing
S49192K,other physeal fracture of lower end of humerus left arm subsequent encounter for fracture with nonunion
S49192P,other physeal fracture of lower end of humerus left arm subsequent encounter for fracture with malunion
S49192S,other physeal fracture of lower end of humerus left arm sequela
S49199A,other physeal fracture of lower end of humerus unspecified arm initial encounter for closed fracture
S49199D,other physeal fracture of lower end of humerus unspecified arm subsequent encounter for fracture with routine healing
